time,distance
1748453775.2267878,-0.4339471757411957
1748453775.2267942,-0.4339471757411957
1748453775.226797,-0.4339471757411957
1748453775.226799,-0.4339471757411957
1748453775.226804,-0.4339471757411957
1748453775.2268083,-0.4339471757411957
1748453775.22681,-0.4339471757411957
1748453775.2268126,-0.4339471757411957
1748453775.22682,-0.4339471757411957
1748453775.2269878,-0.4339471757411957
1748453775.2269962,-0.4339471757411957
1748453775.2270005,-0.4339471757411957
1748453775.2270072,-0.4339471757411957
1748453775.2270114,-0.4339471757411957
1748453775.227017,-0.4384264349937439
1748453775.2270234,-0.4384264349937439
1748453775.227026,-0.4384264349937439
1748453775.2270303,-0.4384264349937439
1748453775.227033,-0.4384264349937439
1748453775.2270384,-0.4384264349937439
1748453775.2270436,-0.4384264349937439
1748453775.2270494,-0.4384264349937439
1748453775.2270522,-0.4384264349937439
1748453775.227055,-0.4384264349937439
1748453775.2270615,-0.4384264349937439
1748453775.2271852,-0.4384264349937439
1748453775.2271898,-0.4384264349937439
1748453775.227192,-0.4384264349937439
1748453775.2271957,-0.4384264349937439
1748453775.2271981,-0.4384264349937439
1748453775.2272015,-0.4384264349937439
1748453775.2272038,-0.4384264349937439
1748453775.2272072,-0.4384264349937439
1748453775.2272124,-0.4384264349937439
1748453775.227214,-0.4384264349937439
1748453775.227217,-0.4384264349937439
1748453775.227219,-0.4384264349937439
1748453775.2272217,-0.4384264349937439
1748453775.2272267,-0.4384264349937439
1748453775.22723,-0.4384264349937439
1748453775.227236,-0.4384264349937439
1748453775.227328,-0.4384264349937439
1748453775.2273304,-0.4384264349937439
1748453775.2273338,-0.4384264349937439
1748453775.227338,-0.4384264349937439
1748453775.2273426,-0.4384264349937439
1748453775.2273455,-0.4384264349937439
1748453775.2273474,-0.4384264349937439
1748453775.2273533,-0.4384264349937439
1748453775.2273583,-0.4384264349937439
1748453775.2273614,-0.4384264349937439
1748453775.2273674,-0.4384264349937439
1748453775.227453,-0.4384264349937439
1748453775.227455,-0.4384264349937439
1748453775.2274573,-0.4384264349937439
1748453775.2274613,-0.4384264349937439
1748453775.2274654,-0.4384264349937439
1748453775.227468,-0.4384264349937439
1748453775.2274706,-0.4384264349937439
1748453775.2274761,-0.4384264349937439
1748453775.2274816,-0.4384264349937439
1748453775.2275417,-0.4384264349937439
1748453775.2275443,-0.4384264349937439
1748453775.2275472,-0.4384264349937439
1748453775.227552,-0.4384264349937439
1748453775.2275546,-0.4384264349937439
1748453775.227558,-0.4384264349937439
1748453775.227561,-0.4384264349937439
1748453775.2276053,-0.4384264349937439
1748453775.2276077,-0.4384264349937439
1748453775.227611,-0.4384264349937439
1748453775.227616,-0.4384264349937439
1748453775.2276194,-0.4384264349937439
1748453775.2276232,-0.4384264349937439
1748453775.227656,-0.4384264349937439
1748453775.227658,-0.4384264349937439
1748453775.2276607,-0.4384264349937439
1748453775.2276638,-0.4384264349937439
1748453775.227671,-0.4384264349937439
1748453775.2276983,-0.4384264349937439
1748453775.2277033,-0.4384264349937439
1748453775.2277067,-0.4384264349937439
1748453775.2277222,-0.4384264349937439
1748453775.2277257,-0.4384264349937439
1748453775.2277317,-0.4384264349937439
1748453775.227737,-0.4384264349937439
1748453775.2277503,-0.4384264349937439
1748453775.2277527,-0.4384264349937439
1748453775.2277572,-0.4384264349937439
1748453775.2277648,-0.4384264349937439
1748453775.2277682,-0.4384264349937439
1748453775.2277715,-0.4384264349937439
1748453775.2277744,-0.4384264349937439
1748453775.227777,-0.4384264349937439
1748453775.2277837,-0.4384264349937439
1748453775.2277894,-0.4384264349937439
1748453775.2277944,-0.4384264349937439
1748453775.227799,-0.4384264349937439
1748453775.2278032,-0.4384264349937439
1748453775.2278087,-0.4384264349937439
1748453775.227842,-0.4384264349937439
1748453775.2411492,-0.4384264349937439
1748453775.2430458,-0.4384264349937439
1748453775.2430508,-0.4384264349937439
1748453775.2430534,-0.4384264349937439
1748453775.243057,-0.4384264349937439
1748453775.2450206,-0.4384264349937439
1748453775.246364,-0.4384264349937439
1748453775.246375,-0.4384264349937439
1748453775.2464051,-0.4384264349937439
1748453775.2464094,-0.4309716820716858
1748453775.249768,-0.4309716820716858
1748453775.2520924,-0.4309716820716858
1748453775.2520998,-0.4309716820716858
1748453775.252106,-0.4309716820716858
1748453775.2585433,-0.4309716820716858
1748453775.2619233,-0.4309716820716858
1748453775.261938,-0.4309716820716858
1748453775.2638156,-0.4309716820716858
1748453775.26382,-0.4309716820716858
1748453775.2670543,-0.4309716820716858
1748453775.2698972,-0.4309716820716858
1748453775.269912,-0.4309716820716858
1748453775.2699165,-0.4309716820716858
1748453775.2699282,-0.4309716820716858
1748453775.2699323,-0.4309716820716858
1748453775.2699366,-0.4309716820716858
1748453775.2699661,-0.4309716820716858
1748453775.272519,-0.4309716820716858
1748453775.2754962,-0.4309716820716858
1748453775.2772121,-0.4309716820716858
1748453775.2824605,-0.4309716820716858
1748453775.285492,-0.4309716820716858
1748453775.2873187,-0.4309716820716858
1748453775.287323,-0.4309716820716858
1748453775.2873538,-0.4309716820716858
1748453775.2899477,-0.4309716820716858
1748453775.2944167,-0.4309716820716858
1748453775.2944365,-0.4309716820716858
1748453775.2944636,-0.4309716820716858
