time,distance
1748452835.4348826,-0.680149257183075
1748452835.4348872,-0.680149257183075
1748452835.4348917,-0.680149257183075
1748452835.434906,-0.680149257183075
1748452835.4349108,-0.680149257183075
1748452835.4349144,-0.680149257183075
1748452835.4349258,-0.680149257183075
1748452835.4349523,-0.680149257183075
1748452835.4349597,-0.680149257183075
1748452835.4349716,-0.680149257183075
1748452835.4350228,-0.680149257183075
1748452835.43503,-0.680149257183075
1748452835.4350362,-0.680149257183075
1748452835.4350471,-0.680149257183075
1748452835.4350874,-0.680149257183075
1748452835.4351354,-0.680149257183075
1748452835.435348,-0.680149257183075
1748452835.4353683,-0.680149257183075
1748452835.4353814,-0.680149257183075
1748452835.4354203,-0.680149257183075
1748452835.4354255,-0.680149257183075
1748452835.4354613,-0.6811608672142029
1748452835.435473,-0.6811608672142029
1748452835.4355173,-0.6811608672142029
1748452835.4355245,-0.6811608672142029
1748452835.4355643,-0.6811608672142029
1748452835.4355745,-0.6811608672142029
1748452835.435582,-0.6811608672142029
1748452835.4355853,-0.6811608672142029
1748452835.4355986,-0.6811608672142029
1748452835.435606,-0.6811608672142029
1748452835.435695,-0.6811608672142029
1748452835.4359443,-0.6811608672142029
1748452835.4359624,-0.6811608672142029
1748452835.4359694,-0.6811608672142029
1748452835.4359777,-0.6811608672142029
1748452835.4359894,-0.6811608672142029
1748452835.4360545,-0.6811608672142029
1748452835.4360616,-0.6811608672142029
1748452835.4360712,-0.6811608672142029
1748452835.4360814,-0.6811608672142029
1748452835.4360988,-0.6811608672142029
1748452835.4361117,-0.6811608672142029
1748452835.4361181,-0.6811608672142029
1748452835.4361255,-0.6811608672142029
1748452835.4361572,-0.6811608672142029
1748452835.4361644,-0.6811608672142029
1748452835.4362314,-0.6811608672142029
1748452835.4364417,-0.6811608672142029
1748452835.4364471,-0.6811608672142029
1748452835.4364548,-0.6811608672142029
1748452835.4364653,-0.6811608672142029
1748452835.4364781,-0.6811608672142029
1748452835.4364982,-0.6811608672142029
1748452835.4365156,-0.6811608672142029
1748452835.4365256,-0.6811608672142029
1748452835.4365554,-0.6811608672142029
1748452835.4365654,-0.6811608672142029
1748452835.4365716,-0.6811608672142029
1748452835.4365864,-0.6811608672142029
1748452835.4366024,-0.6811608672142029
1748452835.4366372,-0.6811608672142029
1748452835.4368174,-0.6811608672142029
1748452835.436828,-0.6811608672142029
1748452835.4368346,-0.6811608672142029
1748452835.4368663,-0.6811608672142029
1748452835.4368792,-0.6811608672142029
1748452835.4368966,-0.6811608672142029
1748452835.4369292,-0.6811608672142029
1748452835.4370873,-0.6811608672142029
1748452835.4370947,-0.6811608672142029
1748452835.4371004,-0.6811608672142029
1748452835.4371123,-0.6811608672142029
1748452835.4371285,-0.6811608672142029
1748452835.4371428,-0.6811608672142029
1748452835.4371476,-0.6811608672142029
1748452835.4371533,-0.6676695942878723
1748452835.4371614,-0.6676695942878723
1748452835.4371715,-0.6676695942878723
1748452835.4371812,-0.6676695942878723
1748452835.4373002,-0.6676695942878723
1748452835.4373095,-0.6676695942878723
1748452835.4373357,-0.6676695942878723
1748452835.4373462,-0.6676695942878723
1748452835.4373603,-0.6676695942878723
1748452835.4373782,-0.6676695942878723
1748452835.437466,-0.6676695942878723
1748452835.4374743,-0.6676695942878723
1748452835.4374883,-0.6676695942878723
1748452835.4374957,-0.6676695942878723
1748452835.4375048,-0.6676695942878723
1748452835.4375298,-0.6676695942878723
1748452835.4375906,-0.6676695942878723
1748452835.4375978,-0.6676695942878723
1748452835.4376037,-0.6676695942878723
1748452835.43761,-0.6676695942878723
1748452835.437671,-0.6676695942878723
1748452835.4376795,-0.6676695942878723
1748452835.4377272,-0.6676695942878723
1748452835.4377337,-0.6676695942878723
1748452835.4377718,-0.6676695942878723
1748452835.438246,-0.6676695942878723
1748452835.4471867,-0.6676695942878723
1748452835.4490542,-0.6676695942878723
1748452835.4490597,-0.6676695942878723
1748452835.4490623,-0.6676695942878723
1748452835.4490645,-0.6676695942878723
1748452835.449067,-0.6676695942878723
1748452835.44907,-0.6676695942878723
1748452835.4490724,-0.6676695942878723
1748452835.4541025,-0.6676695942878723
1748452835.4595127,-0.6676695942878723
1748452835.4620373,-0.6676695942878723
1748452835.4939487,-0.6741759777069092
1748452835.4969559,-0.6741759777069092
1748452835.5053847,-0.6741759777069092
1748452835.5069544,-0.6741759777069092
1748452835.5069642,-0.6741759777069092
1748452835.506971,-0.6741759777069092
1748452835.5095177,-0.6741759777069092
1748452835.509525,-0.6741759777069092
1748452835.5095294,-0.6741759777069092
1748452835.511951,-0.6741759777069092
1748452835.5140784,-0.6741759777069092
1748452835.5158505,-0.6741759777069092
1748452835.5179214,-0.6741759777069092
1748452835.5203369,-0.6741759777069092
1748452835.5223148,-0.6741759777069092
1748452835.524537,-0.6741759777069092
1748452835.524545,-0.6741759777069092
1748452835.5266898,-0.6741759777069092
1748452835.5266967,-0.6741759777069092
1748452835.5287812,-0.6741759777069092
1748452835.530169,-0.6741759777069092
1748452835.5326164,-0.6741759777069092
1748452835.5326223,-0.6741759777069092
1748452835.5347211,-0.6741759777069092
1748452835.5347235,-0.6741759777069092
1748452835.5370364,-0.6741759777069092
1748452835.5387366,-0.6741759777069092
1748452835.538745,-0.6741759777069092
1748452835.5404851,-0.6741759777069092
1748452835.5404925,-0.6741759777069092
1748452835.5562656,-0.6741759777069092
1748452835.5576093,-0.6741759777069092
1748452835.5645146,-0.6741759777069092
1748452835.572054,-0.6741759777069092
1748452835.5808945,-0.6741759777069092
1748452835.5914464,-0.6741759777069092
1748452835.5952282,-0.6741759777069092
1748452835.5976846,-0.6778130531311035
1748452835.5977178,-0.6778130531311035
1748452835.5998967,-0.6778130531311035
1748452835.602759,-0.6778130531311035
1748452835.60277,-0.6778130531311035
1748452835.602777,-0.6778130531311035
1748452835.602801,-0.6778130531311035
1748452835.6087942,-0.6778130531311035
1748452835.6088119,-0.6778130531311035
1748452835.6088195,-0.6778130531311035
1748452835.608834,-0.6778130531311035
1748452835.6088426,-0.6778130531311035
1748452835.6088622,-0.6778130531311035
1748452835.6109145,-0.6778130531311035
1748452835.612554,-0.6778130531311035
1748452835.6125658,-0.6778130531311035
1748452835.6150112,-0.6778130531311035
1748452835.6170602,-0.6778130531311035
1748452835.61868,-0.6778130531311035
1748452835.6207256,-0.6778130531311035
1748452835.621926,-0.6778130531311035
1748452835.6219423,-0.6778130531311035
1748452835.6237683,-0.6778130531311035
1748452835.6260018,-0.6778130531311035
1748452835.6283774,-0.6778130531311035
1748452835.6283848,-0.6778130531311035
1748452835.6303792,-0.6778130531311035
