elapsed time sensors,u_des1,u_des2,u_des3,u_des4,u_com1,u_com2,u_com3,u_com4,alarm1,alarm2,alarm3,alarm4,v1,v2,v3,v4,throttle_1,throttle_2,throttle_3,throttle_4,acc_imu1,acc_imu2,acc_imu3,acc_imu4,vrel1,vrel2,vrel3,vrel4,dist1,dist2,dist3,dist4,safety_value,add_ff,attack,v_ref
4.291534423828125e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,0.0
0.10018110275268555,1.0,0.6931278705596924,0.6318840980529785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2376580685377121,0.0,0.20025886595249176,0.0,-0.4699999988079071,0.0,-0.4099999964237213,0.0,0.0,0.0,0.0,0.0,0.0,-0.49029454588890076,-0.4725596308708191,0.0,0.0,False,False,0.0
0.2001194953918457,1.0,0.7035369277000427,0.6318840980529785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2376580685377121,0.25037887692451477,0.2007119357585907,0.18903489410877228,-0.41999998688697815,-0.6600000262260437,-0.47999998927116394,-0.1899999976158142,0.0,0.0,0.0,0.0,0.0,-0.49330878257751465,-0.4688219726085663,-0.5992299318313599,0.0,True,False,1.0
0.3001580238342285,1.0,0.7035369277000427,0.6287350058555603,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2376580685377121,0.251035213470459,0.19996730983257294,0.18903489410877228,-0.3799999952316284,-0.4300000071525574,-0.28999999165534973,-0.2800000011920929,0.0,0.0,0.0,0.0,0.0,-0.49079135060310364,-0.471647709608078,-0.6080031394958496,0.0,True,False,1.0
0.4001951217651367,1.0,0.6948434710502625,0.6258073449134827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2376580685377121,0.251035213470459,0.2005302608013153,0.18903489410877228,-0.23999999463558197,-0.41999998688697815,-0.44999998807907104,-0.6100000143051147,0.0,0.0,0.0,0.0,0.0,-0.4896775782108307,-0.47079992294311523,-0.5995842814445496,0.0,True,False,1.0
0.500185489654541,1.0,0.690997302532196,0.6258073449134827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2376580685377121,0.2504870593547821,0.20036135613918304,0.18903489410877228,-0.3199999928474426,-0.5299999713897705,-0.550000011920929,-0.4099999964237213,0.0,0.0,0.0,0.0,0.0,-0.4896775782108307,-0.46466365456581116,-0.608237087726593,0.0,True,False,1.0
0.6001846790313721,1.0,0.6978095173835754,0.6046170592308044,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2376580685377121,0.25024452805519104,0.19913886487483978,0.18903489410877228,-0.3799999952316284,-0.4300000071525574,-0.5,-0.8600000143051147,0.0,0.0,0.0,0.0,0.0,-0.491650253534317,-0.4655943214893341,-0.6011341214179993,0.0,True,False,1.0
0.7002277374267578,1.0,0.7006368041038513,0.6078308820724487,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2376580685377121,0.2506740689277649,0.19932428002357483,0.18903489410877228,-0.33000001311302185,-0.3799999952316284,-0.5299999713897705,-0.2199999988079071,0.0,0.0,0.0,0.0,0.0,-0.4924689829349518,-0.4655943214893341,-0.609322726726532,0.0,True,False,1.0
0.8004577159881592,1.0,0.6868789196014404,0.6330451369285583,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2376580685377121,0.2508523464202881,0.19932428002357483,0.18903489410877228,-0.2199999988079071,-0.5,-0.3400000035762787,-0.4099999964237213,0.0,0.0,0.0,0.0,0.0,-0.4884849786758423,-0.4728958308696747,-0.609322726726532,0.0,True,False,1.0
0.9001591205596924,1.0,0.6868789196014404,0.6330451369285583,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2376580685377121,0.24998486042022705,0.20077891647815704,0.18903489410877228,-0.11999999731779099,-0.3700000047683716,-0.5600000023841858,-0.6899999976158142,0.0,0.0,0.0,0.0,0.0,-0.4932178854942322,-0.47028571367263794,-0.5981881618499756,0.0,True,False,1.0
