time,distance
1748452927.8326364,-0.6881178617477417
1748452927.8326426,-0.6881178617477417
1748452927.8326726,-0.6881178617477417
1748452927.832686,-0.6881178617477417
1748452927.8327093,-0.6881178617477417
1748452927.8327265,-0.6881178617477417
1748452927.8327327,-0.6881178617477417
1748452927.8327925,-0.6881178617477417
1748452927.8328025,-0.6881178617477417
1748452927.8330147,-0.6881178617477417
1748452927.833256,-0.6881178617477417
1748452927.83328,-0.6881178617477417
1748452927.833288,-0.6881178617477417
1748452927.8333,-0.6881178617477417
1748452927.8333106,-0.6881178617477417
1748452927.8333344,-0.6881178617477417
1748452927.8333478,-0.6881178617477417
1748452927.8333585,-0.6881178617477417
1748452927.8333669,-0.6881178617477417
1748452927.8333943,-0.6881178617477417
1748452927.8334033,-0.6881178617477417
1748452927.8334212,-0.6881178617477417
1748452927.833427,-0.6881178617477417
1748452927.8334336,-0.6881178617477417
1748452927.8334637,-0.6881178617477417
1748452927.8334773,-0.6881178617477417
1748452927.833485,-0.6881178617477417
1748452927.8334973,-0.6881178617477417
1748452927.8335125,-0.6881178617477417
1748452927.8335278,-0.6881178617477417
1748452927.8335404,-0.6881178617477417
1748452927.833557,-0.6881178617477417
1748452927.8335884,-0.6881178617477417
1748452927.8338597,-0.6881178617477417
1748452927.8338664,-0.6881178617477417
1748452927.8338797,-0.6881178617477417
1748452927.8339214,-0.6881178617477417
1748452927.833929,-0.6881178617477417
1748452927.8339448,-0.6881178617477417
1748452927.8339548,-0.6881178617477417
1748452927.833971,-0.6881178617477417
1748452927.8339865,-0.6881178617477417
1748452927.8339977,-0.6881178617477417
1748452927.8340094,-0.6881178617477417
1748452927.8340192,-0.6881178617477417
1748452927.8340292,-0.6881178617477417
1748452927.8340414,-0.6881178617477417
1748452927.8340456,-0.7609661221504211
1748452927.8340762,-0.7609661221504211
1748452927.834092,-0.7609661221504211
1748452927.8342934,-0.7609661221504211
1748452927.8343067,-0.7609661221504211
1748452927.8343282,-0.7609661221504211
