time,x,y,yaw
1748372932.647114,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372932.74742,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372932.848395,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372932.947153,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372933.047912,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372933.148224,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372933.249247,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372933.352409,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372933.450328,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372933.547571,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372933.648902,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372933.749395,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372933.847861,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372933.946699,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372934.047399,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372934.150158,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372934.24816,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372934.346554,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372934.445175,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372934.548298,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372934.645332,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372934.744294,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372934.842976,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372934.942765,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372935.042766,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372935.144165,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372935.243019,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372935.342915,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372935.444283,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372935.542124,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372935.642896,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372935.745192,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372935.843661,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372935.942786,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372936.045121,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372936.141991,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372936.244659,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372936.342607,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372936.444545,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372936.543315,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372936.642864,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372936.743166,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372936.842108,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372936.941608,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372937.041612,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372937.140954,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372937.241173,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372937.340162,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372937.440966,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372937.539156,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372937.642127,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372937.738166,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372937.839691,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372937.938214,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372938.038194,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372938.137593,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372938.237884,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372938.337678,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372938.4391,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372938.541619,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372938.640437,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372938.738772,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372938.84002,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372938.936918,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372939.039987,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372939.137562,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372939.237246,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372939.337801,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372939.437976,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372939.537884,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372939.638298,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372939.737342,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372939.837415,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372939.939962,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372940.036086,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372940.136334,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372940.235556,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372940.336711,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372940.435586,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372940.534629,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372940.633403,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372940.734884,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372940.833514,-0.2907262773741921,3.6181429521029735,-1.6682613986516344
1748372940.934503,-0.29113185930511265,3.613994831734755,-1.6668292925733506
1748372941.034731,-0.2919251161432428,3.605759984750631,-1.6618000395761041
1748372941.135587,-0.29268166051415334,3.597469611656921,-1.6586095498478495
1748372941.234878,-0.29411918337633636,3.581141478822235,-1.6560101155925333
1748372941.339279,-0.2963194860100291,3.5553830383982032,-1.6523658384469935
1748372941.433288,-0.29884848818762944,3.5244475741573655,-1.6446747334848593
1748372941.532792,-0.30024970019125563,3.476657687303343,-1.6332748460204354
1748372941.632733,-0.3033401096921591,3.4272585132009565,-1.6152867582419441
1748372941.731207,-0.3017811274683815,3.3650328085452577,-1.6084046733510327
1748372941.831923,-0.3012836599023865,3.2931728581665323,-1.6111921824213447
1748372941.935857,-0.30771264035407775,3.2083845933399475,-1.6075687823230511
1748372942.032073,-0.31243395056604184,3.120782132553022,-1.5923389451974266
1748372942.13498,-0.3181550057596214,3.0209970886843363,-1.5847685087163177
1748372942.23212,-0.3194993257579095,2.9247893149458286,-1.5717350155097256
1748372942.333099,-0.3250148484869442,2.816101949133179,-1.5567923001491661
1748372942.429729,-0.3292271871076071,2.714781696024413,-1.550435307921645
1748372942.532882,-0.32792771956083655,2.6046878835697185,-1.5560087566515273
1748372942.631227,-0.33090073386621244,2.500306475574847,-1.5610484594994651
1748372942.737187,-0.32955954358006245,2.389456807683316,-1.561255069587208
