time,Observed_Predecessor1,Observed_Predecessor2,Observed_Predecessor3,Observed_Predecessor4
1748372950.1709416,0,1,2,3
1748372950.515224,0,1,2,3
1748372950.522594,0,1,2,3
1748372950.180965,0,1,2,3
1748372950.139459,0,1,2,3
1748372950.1847112,0,1,2,3
1748372950.51171,0,1,2,3
1748372950.2025385,0,1,2,3
1748372950.211061,0,1,2,3
1748372950.558554,0,1,2,3
1748372950.221053,0,1,2,3
1748372950.2248323,0,1,2,3
1748372950.187491,0,1,2,3
1748372950.2428937,0,1,2,3
1748372950.2511797,0,1,2,3
1748372950.218283,0,1,2,3
1748372950.2611773,0,1,2,3
1748372950.234788,0,1,2,3
1748372950.2649882,0,1,2,3
1748372950.2830205,0,1,2,3
1748372950.62573,0,1,2,3
1748372950.638948,0,1,2,3
1748372950.2912965,0,1,2,3
1748372950.239048,0,1,2,3
1748372950.631817,0,1,2,3
1748372950.3012936,0,1,2,3
1748372950.30511,0,1,2,3
1748372950.323148,0,1,2,3
1748372950.3314126,0,1,2,3
1748372950.28485,0,1,2,3
1748372950.673546,0,1,2,3
1748372950.34177,0,1,2,3
1748372950.345226,0,1,2,3
1748372950.363305,0,1,2,3
1748372950.320029,0,1,2,3
1748372950.374645,0,1,2,3
1748372950.333367,0,1,2,3
1748372950.337122,0,1,2,3
1748372950.3818908,0,1,2,3
1748372950.3853438,0,1,2,3
1748372950.4034045,0,1,2,3
1748372950.73893,0,1,2,3
1748372950.747192,0,1,2,3
1748372950.4147654,0,1,2,3
1748372950.748644,0,1,2,3
1748372950.4220183,0,1,2,3
1748372950.4254603,0,1,2,3
1748372950.383197,0,1,2,3
1748372950.4435194,0,1,2,3
1748372950.788356,0,1,2,3
1748372950.4548872,0,1,2,3
1748372950.418719,0,1,2,3
1748372950.4621353,0,1,2,3
1748372950.433727,0,1,2,3
1748372950.4655757,0,1,2,3
1748372950.483633,0,1,2,3
1748372950.438323,0,1,2,3
1748372950.4950068,0,1,2,3
1748372950.502263,0,1,2,3
1748372950.853551,0,1,2,3
1748372950.505695,0,1,2,3
1748372950.869508,0,1,2,3
1748372950.523753,0,1,2,3
1748372950.5351362,0,1,2,3
1748372950.48481,0,1,2,3
1748372950.865444,0,1,2,3
1748372950.5423896,0,1,2,3
1748372950.903643,0,1,2,3
1748372950.5458198,0,1,2,3
1748372950.5647197,0,1,2,3
1748372950.518141,0,1,2,3
1748372950.534833,0,1,2,3
1748372950.57525,0,1,2,3
1748372950.537264,0,1,2,3
1748372950.5825088,0,1,2,3
1748372950.5859387,0,1,2,3
1748372950.6048424,0,1,2,3
1748372950.615322,0,1,2,3
1748372950.977806,0,1,2,3
1748372950.6260574,0,1,2,3
1748372950.584535,0,1,2,3
1748372950.622676,0,1,2,3
1748372950.967551,0,1,2,3
1748372950.6449573,0,1,2,3
1748372950.6554356,0,1,2,3
1748372950.989433,0,1,2,3
1748372950.620199,0,1,2,3
1748372950.633866,0,1,2,3
1748372950.662792,0,1,2,3
1748372950.6661787,0,1,2,3
1748372951.017643,0,1,2,3
1748372950.6850765,0,1,2,3
1748372950.635175,0,1,2,3
1748372950.6955504,0,1,2,3
1748372950.702907,0,1,2,3
1748372950.7062948,0,1,2,3
1748372950.7252452,0,1,2,3
1748372950.735665,0,1,2,3
1748372950.686604,0,1,2,3
1748372951.093183,0,1,2,3
1748372951.082018,0,1,2,3
1748372950.743069,0,1,2,3
1748372950.7464354,0,1,2,3
1748372950.717676,0,1,2,3
1748372950.7653725,0,1,2,3
1748372950.734505,0,1,2,3
1748372951.106038,0,1,2,3
1748372950.775782,0,1,2,3
1748372951.135723,0,1,2,3
1748372950.734598,0,1,2,3
1748372950.7831433,0,1,2,3
1748372950.7865565,0,1,2,3
1748372950.8054888,0,1,2,3
1748372950.8158982,0,1,2,3
1748372950.8232603,0,1,2,3
1748372950.785894,0,1,2,3
1748372950.8266785,0,1,2,3
1748372950.8456192,0,1,2,3
1748372950.856013,0,1,2,3
1748372950.818396,0,1,2,3
1748372951.196037,0,1,2,3
1748372951.209829,0,1,2,3
1748372950.8633816,0,1,2,3
1748372950.8667943,0,1,2,3
1748372950.836458,0,1,2,3
1748372950.885742,0,1,2,3
1748372950.836728,0,1,2,3
1748372951.222954,0,1,2,3
1748372950.8967943,0,1,2,3
1748372951.241115,0,1,2,3
1748372950.9035013,0,1,2,3
1748372950.9069128,0,1,2,3
1748372950.9258635,0,1,2,3
1748372950.884903,0,1,2,3
1748372950.9369118,0,1,2,3
1748372950.943621,0,1,2,3
1748372950.9470365,0,1,2,3
1748372950.91716,0,1,2,3
1748372950.9659877,0,1,2,3
1748372950.932354,0,1,2,3
1748372950.9770274,0,1,2,3
1748372951.302997,0,1,2,3
1748372951.324537,0,1,2,3
1748372950.938452,0,1,2,3
1748372950.9837403,0,1,2,3
1748372950.9871702,0,1,2,3
1748372951.339907,0,1,2,3
1748372951.006107,0,1,2,3
1748372951.35595,0,1,2,3
1748372951.0172255,0,1,2,3
1748372950.983348,0,1,2,3
1748372951.027339,0,1,2,3
1748372951.0238636,0,1,2,3
1748372951.0462286,0,1,2,3
1748372951.0573428,0,1,2,3
1748372951.016959,0,1,2,3
1748372951.032562,0,1,2,3
1748372951.0639951,0,1,2,3
1748372951.0674586,0,1,2,3
1748372951.086354,0,1,2,3
1748372951.035597,0,1,2,3
1748372951.42444,0,1,2,3
1748372951.0974624,0,1,2,3
1748372951.44644,0,1,2,3
1748372951.1041944,0,1,2,3
1748372951.107575,0,1,2,3
1748372951.448657,0,1,2,3
1748372951.1319976,0,1,2,3
1748372951.083078,0,1,2,3
1748372951.1375728,0,1,2,3
1748372951.471132,0,1,2,3
1748372951.1443143,0,1,2,3
1748372951.116736,0,1,2,3
1748372951.147691,0,1,2,3
1748372951.172118,0,1,2,3
1748372951.132291,0,1,2,3
1748372951.1776884,0,1,2,3
1748372951.134532,0,1,2,3
1748372951.1844454,0,1,2,3
1748372951.1878102,0,1,2,3
1748372951.538152,0,1,2,3
1748372951.2122357,0,1,2,3
1748372951.560328,0,1,2,3
1748372951.2178066,0,1,2,3
1748372951.2245696,0,1,2,3
1748372951.572253,0,1,2,3
1748372951.18385,0,1,2,3
1748372951.2279315,0,1,2,3
1748372951.59304,0,1,2,3
1748372951.25235,0,1,2,3
1748372951.2602065,0,1,2,3
1748372951.216913,0,1,2,3
1748372951.233492,0,1,2,3
1748372951.2646897,0,1,2,3
1748372951.2680526,0,1,2,3
1748372951.23713,0,1,2,3
1748372951.2924817,0,1,2,3
1748372951.300332,0,1,2,3
1748372951.30481,0,1,2,3
1748372951.3081758,0,1,2,3
1748372951.652956,0,1,2,3
1748372951.3326085,0,1,2,3
1748372951.670132,0,1,2,3
1748372951.286415,0,1,2,3
1748372951.340598,0,1,2,3
1748372951.68177,0,1,2,3
1748372951.3458648,0,1,2,3
1748372951.3482938,0,1,2,3
1748372951.316516,0,1,2,3
1748372951.70804,0,1,2,3
1748372951.3728504,0,1,2,3
1748372951.332158,0,1,2,3
1748372951.3807144,0,1,2,3
1748372951.336326,0,1,2,3
1748372951.3859932,0,1,2,3
1748372951.3884244,0,1,2,3
1748372951.412971,0,1,2,3
1748372951.4208314,0,1,2,3
1748372951.766528,0,1,2,3
1748372951.426113,0,1,2,3
1748372951.392477,0,1,2,3
1748372951.4304123,0,1,2,3
1748372951.785532,0,1,2,3
1748372951.453091,0,1,2,3
1748372951.460987,0,1,2,3
1748372951.42008,0,1,2,3
1748372951.798666,0,1,2,3
1748372951.4662318,0,1,2,3
1748372951.433279,0,1,2,3
1748372951.822999,0,1,2,3
1748372951.4735122,0,1,2,3
1748372951.4932106,0,1,2,3
1748372951.441052,0,1,2,3
1748372951.5011203,0,1,2,3
1748372951.5063517,0,1,2,3
1748372951.5136344,0,1,2,3
1748372951.5333292,0,1,2,3
1748372951.482447,0,1,2,3
1748372951.880478,0,1,2,3
1748372951.5412447,0,1,2,3
1748372951.5464742,0,1,2,3
1748372951.908037,0,1,2,3
1748372951.5537648,0,1,2,3
1748372951.516755,0,1,2,3
1748372951.5735345,0,1,2,3
1748372951.5341,0,1,2,3
1748372951.5813642,0,1,2,3
1748372951.534884,0,1,2,3
1748372951.931182,0,1,2,3
1748372951.915266,0,1,2,3
1748372951.5866137,0,1,2,3
1748372951.5938878,0,1,2,3
1748372951.613654,0,1,2,3
1748372951.6214793,0,1,2,3
1748372951.58333,0,1,2,3
1748372951.6269536,0,1,2,3
1748372951.6341016,0,1,2,3
1748372951.6537778,0,1,2,3
1748372951.616483,0,1,2,3
1748372951.987633,0,1,2,3
1748372951.661595,0,1,2,3
1748372951.6670818,0,1,2,3
1748372951.636661,0,1,2,3
1748372952.016318,0,1,2,3
1748372951.6742427,0,1,2,3
1748372951.6939654,0,1,2,3
1748372951.639969,0,1,2,3
1748372952.03987,0,1,2,3
1748372951.707206,0,1,2,3
1748372951.7017088,0,1,2,3
1748372952.046363,0,1,2,3
1748372951.714362,0,1,2,3
1748372951.734083,0,1,2,3
1748372951.682119,0,1,2,3
1748372951.7418275,0,1,2,3
1748372951.7473323,0,1,2,3
1748372951.715299,0,1,2,3
1748372951.7545676,0,1,2,3
1748372951.7741976,0,1,2,3
1748372951.733531,0,1,2,3
1748372952.10894,0,1,2,3
1748372951.781943,0,1,2,3
1748372952.131141,0,1,2,3
1748372951.737894,0,1,2,3
1748372951.7874513,0,1,2,3
1748372951.7946866,0,1,2,3
1748372951.8143127,0,1,2,3
1748372952.155438,0,1,2,3
1748372951.8220618,0,1,2,3
1748372952.168263,0,1,2,3
1748372951.783127,0,1,2,3
1748372951.8275766,0,1,2,3
1748372951.83481,0,1,2,3
1748372951.8544302,0,1,2,3
1748372951.813991,0,1,2,3
1748372951.8623283,0,1,2,3
1748372951.833779,0,1,2,3
1748372951.867708,0,1,2,3
1748372951.874932,0,1,2,3
1748372951.837521,0,1,2,3
1748372952.223368,0,1,2,3
1748372951.8945491,0,1,2,3
1748372951.9025214,0,1,2,3
1748372952.246642,0,1,2,3
1748372951.9078307,0,1,2,3
1748372951.9150517,0,1,2,3
1748372951.9346704,0,1,2,3
1748372951.882447,0,1,2,3
1748372952.283663,0,1,2,3
1748372952.264854,0,1,2,3
1748372951.942687,0,1,2,3
1748372951.9479513,0,1,2,3
1748372951.91458,0,1,2,3
1748372951.955175,0,1,2,3
1748372951.974792,0,1,2,3
1748372951.93253,0,1,2,3
1748372951.9827962,0,1,2,3
1748372951.93718,0,1,2,3
1748372951.9880717,0,1,2,3
1748372952.337858,0,1,2,3
1748372951.9952955,0,1,2,3
1748372952.0149145,0,1,2,3
1748372952.361976,0,1,2,3
1748372952.0229156,0,1,2,3
1748372951.983501,0,1,2,3
1748372952.0281937,0,1,2,3
1748372952.0354586,0,1,2,3
1748372952.381654,0,1,2,3
1748372952.054991,0,1,2,3
1748372952.013144,0,1,2,3
1748372952.398863,0,1,2,3
1748372952.0630467,0,1,2,3
1748372952.032882,0,1,2,3
1748372952.0683146,0,1,2,3
1748372952.0755832,0,1,2,3
1748372952.038695,0,1,2,3
1748372952.0951138,0,1,2,3
1748372952.1031575,0,1,2,3
1748372952.451377,0,1,2,3
1748372952.1084297,0,1,2,3
1748372952.1156995,0,1,2,3
1748372952.47707,0,1,2,3
1748372952.1352313,0,1,2,3
1748372952.083894,0,1,2,3
1748372952.143283,0,1,2,3
1748372952.113634,0,1,2,3
1748372952.1485443,0,1,2,3
1748372952.1558254,0,1,2,3
1748372952.514761,0,1,2,3
1748372952.131023,0,1,2,3
1748372952.498697,0,1,2,3
1748372952.1753554,0,1,2,3
1748372952.1834033,0,1,2,3
1748372952.140447,0,1,2,3
1748372952.1886642,0,1,2,3
1748372952.1959467,0,1,2,3
1748372952.2154715,0,1,2,3
1748372952.223519,0,1,2,3
1748372952.565381,0,1,2,3
1748372952.183669,0,1,2,3
1748372952.228787,0,1,2,3
1748372952.2360697,0,1,2,3
1748372952.592144,0,1,2,3
1748372952.2555938,0,1,2,3
1748372952.213261,0,1,2,3
1748372952.2636323,0,1,2,3
1748372952.232595,0,1,2,3
1748372952.2689073,0,1,2,3
1748372952.628761,0,1,2,3
1748372952.2761884,0,1,2,3
1748372952.239828,0,1,2,3
1748372952.2957194,0,1,2,3
1748372952.615497,0,1,2,3
1748372952.3037496,0,1,2,3
1748372952.3090284,0,1,2,3
1748372952.316302,0,1,2,3
1748372952.3358517,0,1,2,3
1748372952.281813,0,1,2,3
1748372952.673661,0,1,2,3
1748372952.343867,0,1,2,3
1748372952.313583,0,1,2,3
1748372952.3491535,0,1,2,3
1748372952.3564205,0,1,2,3
1748372952.3760262,0,1,2,3
1748372952.707344,0,1,2,3
1748372952.333227,0,1,2,3
1748372952.383984,0,1,2,3
1748372952.337211,0,1,2,3
1748372952.7441,0,1,2,3
1748372952.3892722,0,1,2,3
1748372952.3967376,0,1,2,3
1748372952.739408,0,1,2,3
1748372952.4161437,0,1,2,3
1748372952.4241035,0,1,2,3
1748372952.384647,0,1,2,3
1748372952.4293902,0,1,2,3
1748372952.4368513,0,1,2,3
1748372952.45626,0,1,2,3
1748372952.41379,0,1,2,3
1748372952.793867,0,1,2,3
1748372952.4642189,0,1,2,3
1748372952.430339,0,1,2,3
1748372952.4695122,0,1,2,3
1748372952.829638,0,1,2,3
1748372952.4769728,0,1,2,3
1748372952.435996,0,1,2,3
1748372952.4963777,0,1,2,3
1748372952.5043306,0,1,2,3
1748372952.852511,0,1,2,3
1748372952.856716,0,1,2,3
1748372952.5100048,0,1,2,3
1748372952.5170934,0,1,2,3
1748372952.482468,0,1,2,3
1748372952.5365045,0,1,2,3
1748372952.5444474,0,1,2,3
1748372952.513151,0,1,2,3
1748372952.550122,0,1,2,3
1748372952.5572217,0,1,2,3
1748372952.907966,0,1,2,3
1748372952.577134,0,1,2,3
1748372952.5328,0,1,2,3
1748372952.5845623,0,1,2,3
1748372952.538029,0,1,2,3
1748372952.5902371,0,1,2,3
1748372952.944238,0,1,2,3
1748372952.5973375,0,1,2,3
1748372952.6172576,0,1,2,3
1748372952.974394,0,1,2,3
1748372952.62468,0,1,2,3
1748372952.585729,0,1,2,3
1748372952.965419,0,1,2,3
1748372952.6303918,0,1,2,3
1748372952.637457,0,1,2,3
1748372952.6573763,0,1,2,3
1748372952.613453,0,1,2,3
1748372952.6647985,0,1,2,3
1748372952.629995,0,1,2,3
1748372953.014767,0,1,2,3
1748372952.6705103,0,1,2,3
1748372952.6775794,0,1,2,3
1748372952.639898,0,1,2,3
1748372952.697497,0,1,2,3
1748372952.7049222,0,1,2,3
1748372953.061254,0,1,2,3
1748372952.7107167,0,1,2,3
1748372952.717698,0,1,2,3
1748372952.683263,0,1,2,3
1748372952.737614,0,1,2,3
1748372953.082508,0,1,2,3
1748372952.745046,0,1,2,3
1748372953.082578,0,1,2,3
1748372952.714292,0,1,2,3
1748372952.7508423,0,1,2,3
1748372952.7578382,0,1,2,3
1748372952.73103,0,1,2,3
1748372952.777773,0,1,2,3
1748372952.78516,0,1,2,3
1748372952.738265,0,1,2,3
1748372952.790965,0,1,2,3
1748372953.128224,0,1,2,3
1748372952.797965,0,1,2,3
1748372952.8178868,0,1,2,3
1748372952.8253813,0,1,2,3
1748372953.169131,0,1,2,3
1748372952.78217,0,1,2,3
1748372952.8310852,0,1,2,3
1748372952.8380938,0,1,2,3
1748372952.81361,0,1,2,3
1748372953.197752,0,1,2,3
1748372952.858005,0,1,2,3
1748372952.865498,0,1,2,3
1748372952.829099,0,1,2,3
1748372953.199545,0,1,2,3
1748372952.871205,0,1,2,3
1748372952.878214,0,1,2,3
1748372952.843032,0,1,2,3
1748372952.8981209,0,1,2,3
1748372952.9056115,0,1,2,3
1748372953.25016,0,1,2,3
1748372952.9113307,0,1,2,3
1748372952.9183314,0,1,2,3
1748372952.88468,0,1,2,3
1748372952.938241,0,1,2,3
1748372952.945731,0,1,2,3
1748372953.284552,0,1,2,3
1748372952.913519,0,1,2,3
1748372952.951448,0,1,2,3
1748372952.958496,0,1,2,3
1748372952.930053,0,1,2,3
1748372952.9783592,0,1,2,3
1748372953.3139,0,1,2,3
1748372952.9858549,0,1,2,3
1748372952.939187,0,1,2,3
1748372953.316391,0,1,2,3
1748372952.991571,0,1,2,3
1748372952.998612,0,1,2,3
1748372953.0184743,0,1,2,3
1748372953.0260303,0,1,2,3
1748372953.364384,0,1,2,3
1748372953.03169,0,1,2,3
1748372952.981574,0,1,2,3
1748372953.038733,0,1,2,3
1748372953.058593,0,1,2,3
1748372953.012378,0,1,2,3
1748372953.40721,0,1,2,3
1748372953.0661843,0,1,2,3
1748372953.033969,0,1,2,3
1748372953.0718086,0,1,2,3
1748372953.078869,0,1,2,3
1748372953.037414,0,1,2,3
1748372953.0987127,0,1,2,3
1748372953.42841,0,1,2,3
1748372953.1063032,0,1,2,3
1748372953.440259,0,1,2,3
1748372953.111937,0,1,2,3
1748372953.118992,0,1,2,3
1748372953.085309,0,1,2,3
1748372953.138841,0,1,2,3
1748372953.478314,0,1,2,3
1748372953.1464138,0,1,2,3
1748372953.1117,0,1,2,3
1748372953.152055,0,1,2,3
1748372953.127439,0,1,2,3
1748372953.1591167,0,1,2,3
1748372953.1789656,0,1,2,3
1748372953.522641,0,1,2,3
1748372953.1865296,0,1,2,3
1748372953.137756,0,1,2,3
1748372953.1921706,0,1,2,3
1748372953.550519,0,1,2,3
1748372953.1992345,0,1,2,3
1748372953.2190795,0,1,2,3
1748372953.558791,0,1,2,3
1748372953.2266445,0,1,2,3
1748372953.18317,0,1,2,3
1748372953.2322943,0,1,2,3
1748372953.2393534,0,1,2,3
1748372953.210944,0,1,2,3
1748372953.2591984,0,1,2,3
1748372953.592317,0,1,2,3
1748372953.2667613,0,1,2,3
1748372953.228776,0,1,2,3
1748372953.2724152,0,1,2,3
1748372953.637963,0,1,2,3
1748372953.237516,0,1,2,3
1748372953.2804692,0,1,2,3
1748372953.2993145,0,1,2,3
1748372953.306977,0,1,2,3
1748372953.658421,0,1,2,3
1748372953.3125346,0,1,2,3
1748372953.320603,0,1,2,3
1748372953.283796,0,1,2,3
1748372953.3394358,0,1,2,3
1748372953.674163,0,1,2,3
1748372953.3471014,0,1,2,3
1748372953.3526945,0,1,2,3
1748372953.32814,0,1,2,3
1748372953.3607843,0,1,2,3
1748372953.311734,0,1,2,3
1748372953.706225,0,1,2,3
1748372953.3795748,0,1,2,3
1748372953.387306,0,1,2,3
1748372953.337696,0,1,2,3
1748372953.3928127,0,1,2,3
1748372953.400903,0,1,2,3
1748372953.752363,0,1,2,3
1748372953.4196944,0,1,2,3
1748372953.4274352,0,1,2,3
1748372953.780467,0,1,2,3
1748372953.384256,0,1,2,3
1748372953.4329264,0,1,2,3
1748372953.441422,0,1,2,3
1748372953.412315,0,1,2,3
1748372953.783164,0,1,2,3
1748372953.4598467,0,1,2,3
1748372953.4675767,0,1,2,3
1748372953.427214,0,1,2,3
1748372953.4730475,0,1,2,3
1748372953.820401,0,1,2,3
1748372953.4816265,0,1,2,3
1748372953.436926,0,1,2,3
1748372953.5000324,0,1,2,3
1748372953.5077565,0,1,2,3
1748372953.513167,0,1,2,3
1748372953.868729,0,1,2,3
1748372953.52175,0,1,2,3
1748372953.485036,0,1,2,3
1748372953.5401473,0,1,2,3
1748372953.888606,0,1,2,3
1748372953.5486307,0,1,2,3
1748372953.51156,0,1,2,3
1748372953.5532875,0,1,2,3
1748372953.528095,0,1,2,3
1748372953.900186,0,1,2,3
1748372953.5618715,0,1,2,3
1748372953.5802708,0,1,2,3
1748372953.536941,0,1,2,3
1748372953.5887492,0,1,2,3
1748372953.933801,0,1,2,3
1748372953.5942097,0,1,2,3
1748372953.60199,0,1,2,3
1748372953.6203914,0,1,2,3
1748372953.6288612,0,1,2,3
1748372953.584949,0,1,2,3
1748372953.634325,0,1,2,3
1748372953.984267,0,1,2,3
1748372953.64211,0,1,2,3
1748372953.610399,0,1,2,3
1748372953.6605148,0,1,2,3
1748372954.00382,0,1,2,3
1748372953.6692202,0,1,2,3
1748372953.635145,0,1,2,3
1748372953.6744397,0,1,2,3
1748372953.634421,0,1,2,3
1748372953.6838355,0,1,2,3
1748372954.017314,0,1,2,3
1748372953.7006457,0,1,2,3
1748372953.7093363,0,1,2,3
1748372954.048751,0,1,2,3
1748372953.714602,0,1,2,3
1748372953.723945,0,1,2,3
1748372953.683879,0,1,2,3
1748372953.7407713,0,1,2,3
1748372953.7498047,0,1,2,3
1748372953.71256,0,1,2,3
1748372954.099533,0,1,2,3
1748372953.7547162,0,1,2,3
1748372953.727733,0,1,2,3
1748372953.7640798,0,1,2,3
1748372954.126177,0,1,2,3
1748372953.7808888,0,1,2,3
1748372953.737744,0,1,2,3
1748372953.789925,0,1,2,3
1748372953.794835,0,1,2,3
1748372954.140802,0,1,2,3
1748372953.8042028,0,1,2,3
1748372953.8210435,0,1,2,3
1748372953.8300462,0,1,2,3
1748372953.782405,0,1,2,3
1748372954.163125,0,1,2,3
1748372953.8349123,0,1,2,3
1748372953.810106,0,1,2,3
1748372953.8446753,0,1,2,3
1748372953.861164,0,1,2,3
1748372953.82718,0,1,2,3
1748372954.214939,0,1,2,3
1748372953.872081,0,1,2,3
1748372953.8750343,0,1,2,3
1748372953.83925,0,1,2,3
1748372953.884792,0,1,2,3
1748372953.9012904,0,1,2,3
1748372954.240377,0,1,2,3
1748372953.9122005,0,1,2,3
1748372953.9151528,0,1,2,3
1748372954.257479,0,1,2,3
1748372953.924924,0,1,2,3
1748372953.9414144,0,1,2,3
1748372954.277228,0,1,2,3
1748372953.885308,0,1,2,3
1748372953.910367,0,1,2,3
1748372953.952339,0,1,2,3
1748372953.9552703,0,1,2,3
1748372953.932887,0,1,2,3
1748372953.9650457,0,1,2,3
1748372953.981543,0,1,2,3
1748372953.936557,0,1,2,3
1748372954.330958,0,1,2,3
1748372953.9924614,0,1,2,3
1748372953.9953866,0,1,2,3
1748372954.35642,0,1,2,3
1748372954.0051672,0,1,2,3
1748372954.0216596,0,1,2,3
1748372954.0325737,0,1,2,3
1748372953.983206,0,1,2,3
1748372954.0355048,0,1,2,3
1748372954.37431,0,1,2,3
1748372954.0452902,0,1,2,3
1748372954.0617793,0,1,2,3
1748372954.012309,0,1,2,3
1748372954.384375,0,1,2,3
1748372954.028559,0,1,2,3
1748372954.0726988,0,1,2,3
1748372954.0756214,0,1,2,3
1748372954.034942,0,1,2,3
1748372954.0854087,0,1,2,3
1748372954.1019037,0,1,2,3
1748372954.446358,0,1,2,3
1748372954.112821,0,1,2,3
1748372954.463922,0,1,2,3
1748372954.115738,0,1,2,3
1748372954.1255293,0,1,2,3
1748372954.084119,0,1,2,3
1748372954.142068,0,1,2,3
1748372954.1529455,0,1,2,3
1748372954.111785,0,1,2,3
1748372954.491626,0,1,2,3
1748372954.1569848,0,1,2,3
1748372954.1258,0,1,2,3
1748372954.501075,0,1,2,3
1748372954.1666012,0,1,2,3
1748372954.182197,0,1,2,3
1748372954.136283,0,1,2,3
1748372954.193061,0,1,2,3
1748372954.1971166,0,1,2,3
1748372954.561185,0,1,2,3
1748372954.2067215,0,1,2,3
1748372954.222317,0,1,2,3
1748372954.184214,0,1,2,3
1748372954.2331731,0,1,2,3
1748372954.578937,0,1,2,3
1748372954.2372382,0,1,2,3
1748372954.246846,0,1,2,3
1748372954.214078,0,1,2,3
1748372954.2624404,0,1,2,3
1748372954.227792,0,1,2,3
1748372954.2733011,0,1,2,3
1748372954.607891,0,1,2,3
1748372954.2773657,0,1,2,3
1748372954.613241,0,1,2,3
1748372954.238897,0,1,2,3
1748372954.2869697,0,1,2,3
1748372954.3025577,0,1,2,3
1748372954.3134158,0,1,2,3
1748372954.317592,0,1,2,3
1748372954.669716,0,1,2,3
1748372954.28193,0,1,2,3
1748372954.327531,0,1,2,3
1748372954.3431077,0,1,2,3
1748372954.693845,0,1,2,3
1748372954.35353,0,1,2,3
1748372954.312024,0,1,2,3
1748372954.326841,0,1,2,3
1748372954.357709,0,1,2,3
1748372954.367653,0,1,2,3
1748372954.3832278,0,1,2,3
1748372954.337032,0,1,2,3
1748372954.718191,0,1,2,3
1748372954.3936636,0,1,2,3
1748372954.727079,0,1,2,3
1748372954.397823,0,1,2,3
1748372954.407771,0,1,2,3
1748372954.423348,0,1,2,3
1748372954.382284,0,1,2,3
1748372954.4337835,0,1,2,3
1748372954.4394574,0,1,2,3
1748372954.785307,0,1,2,3
1748372954.408983,0,1,2,3
1748372954.4479165,0,1,2,3
1748372954.463475,0,1,2,3
1748372954.429075,0,1,2,3
1748372954.808826,0,1,2,3
1748372954.4739318,0,1,2,3
1748372954.436788,0,1,2,3
1748372954.483094,0,1,2,3
1748372954.488033,0,1,2,3
1748372954.5035927,0,1,2,3
1748372954.514047,0,1,2,3
1748372954.834569,0,1,2,3
1748372954.847825,0,1,2,3
1748372954.523208,0,1,2,3
1748372954.481393,0,1,2,3
1748372954.5281537,0,1,2,3
1748372954.543709,0,1,2,3
1748372954.510436,0,1,2,3
1748372954.5542235,0,1,2,3
1748372954.90661,0,1,2,3
1748372954.526708,0,1,2,3
1748372954.5633285,0,1,2,3
1748372954.5682857,0,1,2,3
1748372954.583822,0,1,2,3
1748372954.923826,0,1,2,3
1748372954.538721,0,1,2,3
1748372954.595333,0,1,2,3
1748372954.6034503,0,1,2,3
1748372954.6084068,0,1,2,3
1748372954.951581,0,1,2,3
1748372954.6239688,0,1,2,3
1748372954.96192,0,1,2,3
1748372954.582252,0,1,2,3
1748372954.6354454,0,1,2,3
1748372954.643567,0,1,2,3
1748372954.608642,0,1,2,3
1748372954.6485205,0,1,2,3
1748372954.6640923,0,1,2,3
1748372954.628494,0,1,2,3
1748372955.015016,0,1,2,3
1748372954.6758397,0,1,2,3
1748372954.635544,0,1,2,3
1748372954.6836848,0,1,2,3
1748372954.6886358,0,1,2,3
1748372954.7042098,0,1,2,3
1748372955.0463,0,1,2,3
1748372954.7159598,0,1,2,3
1748372954.7238066,0,1,2,3
1748372955.068381,0,1,2,3
1748372954.728764,0,1,2,3
1748372954.680329,0,1,2,3
1748372955.068717,0,1,2,3
1748372954.7443287,0,1,2,3
1748372954.711986,0,1,2,3
1748372954.7561135,0,1,2,3
1748372954.725742,0,1,2,3
1748372954.763919,0,1,2,3
1748372954.7688816,0,1,2,3
1748372954.784464,0,1,2,3
1748372955.13079,0,1,2,3
1748372954.740198,0,1,2,3
1748372954.7963958,0,1,2,3
1748372954.8040469,0,1,2,3
1748372955.1611,0,1,2,3
1748372954.8089976,0,1,2,3
1748372954.8245833,0,1,2,3
1748372954.781662,0,1,2,3
1748372954.8365085,0,1,2,3
1748372954.809877,0,1,2,3
1748372954.8444755,0,1,2,3
1748372954.8491144,0,1,2,3
1748372955.182806,0,1,2,3
1748372954.864703,0,1,2,3
1748372955.18532,0,1,2,3
1748372954.825564,0,1,2,3
1748372954.876628,0,1,2,3
1748372954.836946,0,1,2,3
1748372954.8845909,0,1,2,3
1748372954.8892758,0,1,2,3
1748372954.904824,0,1,2,3
1748372955.246208,0,1,2,3
1748372954.916748,0,1,2,3
1748372955.269027,0,1,2,3
1748372954.880242,0,1,2,3
1748372954.9247174,0,1,2,3
1748372954.929397,0,1,2,3
1748372954.944945,0,1,2,3
1748372954.91021,0,1,2,3
1748372954.9568644,0,1,2,3
1748372954.927089,0,1,2,3
1748372955.303797,0,1,2,3
1748372955.31041,0,1,2,3
1748372954.9648917,0,1,2,3
1748372954.9695168,0,1,2,3
1748372954.9850671,0,1,2,3
1748372954.937193,0,1,2,3
1748372954.9971502,0,1,2,3
1748372955.0050087,0,1,2,3
1748372955.009635,0,1,2,3
1748372955.0253332,0,1,2,3
1748372955.360702,0,1,2,3
1748372954.981875,0,1,2,3
1748372955.037268,0,1,2,3
1748372955.38414,0,1,2,3
