time,x1,y1,yaw1,x2,y2,yaw2,x3,y3,yaw3,x4,y4,yaw4
1748372932.589806,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1748372932.646669,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1748372933.001875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1748372932.6607118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1748372932.6614842,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1748372932.6589465,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1748372933.026299,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1748372932.647114,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,nan,nan,nan,nan,nan,nan,nan,nan,nan
1748372932.64207,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,nan,nan,nan,nan,nan,nan
1748372932.6867836,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,nan,nan,nan,nan,nan,nan
1748372932.701608,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,nan,nan,nan,nan,nan,nan
1748372932.7008252,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,nan,nan,nan,nan,nan,nan
1748372932.667493,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,nan,nan,nan,nan,nan,nan
1748372932.6991196,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,nan,nan,nan,nan,nan,nan
1748372933.075344,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,0.20132330986517477,4.771642694293143,-2.402069310337802,nan,nan,nan
1748372933.064634,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,0.20132330986517477,4.771642694293143,-2.402069310337802,0.9662784907731234,5.24968135638512,-2.732685915032603
1748372932.7268732,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,0.20132330986517477,4.771642694293143,-2.402069310337802,0.9662784907731234,5.24968135638512,-2.732685915032603
1748372932.7417238,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,0.20132330986517477,4.771642694293143,-2.402069310337802,0.9662784907731234,5.24968135638512,-2.732685915032603
1748372932.7409449,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,0.20132330986517477,4.771642694293143,-2.402069310337802,0.9662784907731234,5.24968135638512,-2.732685915032603
1748372932.691974,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,0.20132330986517477,4.771642694293143,-2.402069310337802,0.9662784907731234,5.24968135638512,-2.732685915032603
1748372932.7392418,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,0.20132330986517477,4.771642694293143,-2.402069310337802,0.9662784907731234,5.24968135638512,-2.732685915032603
1748372933.115745,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,0.20132330986517477,4.771642694293143,-2.402069310337802,0.9662784907731234,5.24968135638512,-2.732685915032603
1748372932.767009,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,0.20132330986517477,4.771642694293143,-2.402069310337802,0.9662784907731234,5.24968135638512,-2.732685915032603
1748372932.7820244,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,0.20132330986517477,4.771642694293143,-2.402069310337802,0.9662784907731234,5.24968135638512,-2.732685915032603
1748372932.781064,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,0.20132330986517477,4.771642694293143,-2.402069310337802,0.9662784907731234,5.24968135638512,-2.732685915032603
1748372932.74742,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,0.20132330986517477,4.771642694293143,-2.402069310337802,0.9662784907731234,5.24968135638512,-2.732685915032603
1748372932.779995,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,0.20132330986517477,4.771642694293143,-2.402069310337802,0.9662784907731234,5.24968135638512,-2.732685915032603
1748372932.742353,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,0.20132330986517477,4.771642694293143,-2.402069310337802,0.9662784907731234,5.24968135638512,-2.732685915032603
1748372933.135737,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,0.20132330986517477,4.771642694293143,-2.402069310337802,0.9662784907731234,5.24968135638512,-2.732685915032603
1748372932.769047,-0.2907262773741921,3.6181429521029735,-1.6682613986516344,-0.12607435258557498,4.278781730206979,-2.086703234647928,0.20132330986517477,4.771642694293143,-2.402069310337802,0.9662784907731234,5.24968135638512,-2.732685915032603
